GVKEY,DATE,YEAR,MLVALT
6066,31/12/2007,2007,149743.7954
6066,31/12/2008,2008,112698.3194
6066,31/12/2009,2009,170868.6133
6066,31/12/2010,2010,180220.2527
6066,31/12/2011,2011,213886.09
6066,31/12/2012,2012,214031.8404
6066,31/12/2013,2013,197772.1199
6066,31/12/2014,2014,158919.6706
6066,31/12/2015,2015,132903.625
6066,31/12/2016,2016,157004.4633
6066,31/12/2017,2017,141480.7022
6066,31/12/2018,2018,101448.0879
6078,31/12/2006,2006,4395.7397
6078,31/12/2007,2007,3898.2894
6078,31/12/2008,2008,2337.8049
6078,31/12/2009,2009,3256.519
6078,31/12/2010,2010,4458.8739
6078,31/12/2011,2011,4241.8788
6078,31/12/2012,2012,5431.4606
6078,31/12/2013,2013,6997.3963
6078,31/12/2014,2014,8187.6581
6078,31/12/2015,2015,9573.8321
6078,31/12/2016,2016,9333.6678
6078,31/12/2017,2017,12048.1017
6078,31/12/2018,2018,14315.7331
6104,31/12/2006,2006,15464.35
6104,31/12/2007,2007,13765.3856
6104,31/12/2008,2008,5044.4764
6104,31/12/2009,2009,11600.0248
6104,31/12/2010,2010,11921.2319
6104,31/12/2011,2011,12933.7496
6104,31/12/2012,2012,17524.859
6104,31/12/2013,2013,21394.4366
6104,31/12/2014,2014,22510.0296
6104,31/12/2015,2015,15537.678
6104,31/12/2016,2016,21820.6597
6104,31/12/2017,2017,23925.8015
6104,31/12/2018,2018,16168.4582
6136,31/12/2006,2006,5735.664
6136,31/12/2007,2007,3821.432
6136,31/12/2008,2008,1887.336
6136,31/12/2009,2009,3587.418
6136,31/12/2010,2010,5194.242
6136,31/12/2011,2011,4373.635
6136,31/12/2012,2012,4600.85
6136,31/12/2013,2013,7513.65
6136,31/12/2014,2014,8594.626
6136,31/12/2015,2015,9386.496
6136,31/12/2016,2016,9167.356
6136,31/12/2017,2017,7725.312
6136,31/12/2018,2018,7913.668
6266,31/12/2006,2006,191011.0446
6266,31/12/2007,2007,189442.8741
6266,31/12/2008,2008,165679.9197
6266,31/12/2009,2009,177405.8156
6266,31/12/2010,2010,169351.2995
6266,31/12/2011,2011,178663.7255
6266,31/12/2012,2012,194772.0789
6266,31/12/2013,2013,258341.3185
6266,31/12/2014,2014,291041.6291
6266,31/12/2015,2015,283010.2406
6266,31/12/2016,2016,311817.1323
6266,31/12/2017,2017,374802.393
6266,31/12/2018,2018,343572.9122
6268,30/09/2006,2006,14044.8268
6268,30/09/2007,2007,23376.5674
6268,30/09/2008,2008,17918.873
6268,30/09/2009,2009,17087.6779
6268,30/09/2010,2010,20548.6735
6268,30/09/2011,2011,17935.9247
6268,30/09/2012,2012,18695.2392
6268,30/09/2013,2013,28408.244
6268,30/09/2014,2014,29281.868
6268,30/09/2015,2015,26775.0991
6268,30/09/2016,2016,43542.5879
6268,30/09/2017,2017,37388.1128
6268,30/09/2018,2018,32375.245
6304,30/06/2006,2006,8278.4161
6304,30/06/2007,2007,10515.4518
6304,30/06/2008,2008,7085.087
6304,30/06/2009,2009,4309.3923
6304,30/06/2010,2010,4685.0388
6304,30/06/2011,2011,6764.9366
6304,30/06/2012,2012,8210.4675
6304,30/06/2013,2013,9219.6926
6304,30/06/2014,2014,12018.1427
6304,30/06/2015,2015,8872.8047
6304,30/06/2016,2016,11426.6338
6304,30/06/2017,2017,14352.4284
6304,30/06/2018,2018,15999.6014
6310,31/12/2006,2006,14185.728
6310,31/12/2011,2011,22740.7478
6310,31/12/2012,2012,36590.1858
6310,31/12/2013,2013,37104.372
6310,31/12/2014,2014,89914.9696
6310,31/12/2015,2015,33260.0221
6310,31/12/2016,2016,46185.4124
6310,31/12/2017,2017,40063.1777
6310,31/12/2018,2018,34792.1131
6375,31/12/2006,2006,19908.7118
6375,31/12/2007,2007,20450.3739
6375,31/12/2008,2008,16744.6049
6375,31/12/2009,2009,20289.416
6375,31/12/2010,2010,18675.0523
6375,31/12/2011,2011,18068.7621
6375,31/12/2012,2012,20176.7061
6375,31/12/2013,2013,22156.3181
6375,31/12/2014,2014,23296.8363
6375,31/12/2015,2015,25296.2345
6375,31/12/2016,2016,25877.296
6375,31/12/2017,2017,23494.0919
6375,31/12/2018,2018,19603.7437
6435,31/12/2006,2006,30958.02
6435,31/12/2007,2007,29185.206
6435,31/12/2008,2008,21813.264
6435,31/12/2009,2009,26567.07
6435,31/12/2010,2010,25650.976
6435,31/12/2011,2011,29107.692
6435,31/12/2012,2012,32868.599
6435,31/12/2013,2013,39778.2635
6435,31/12/2014,2014,42210.9214
6435,31/12/2015,2015,45937.478
6435,31/12/2016,2016,40691.5402
6435,31/12/2017,2017,42364.45
6435,31/12/2018,2018,39304.9703
6502,31/01/2007,2006,18048
6502,31/01/2008,2007,16873.35
6502,31/01/2009,2008,14602.5
6502,31/01/2010,2009,13758.06
6502,31/01/2011,2010,13268
6502,31/01/2012,2011,13329.36
6502,31/01/2013,2012,14237.8
6502,31/01/2014,2013,18338.8
6502,31/01/2015,2014,33627.35
6502,31/01/2016,2015,37529.27
6502,31/01/2017,2016,31379.04
6502,31/01/2018,2017,26413.2
6502,31/01/2019,2018,22607.34
6565,30/06/2006,2006,6624.1952
6565,30/06/2007,2007,6349.699
6565,30/06/2008,2008,4525.5101
6565,30/06/2009,2009,3289.832
6565,30/06/2010,2010,4793.5048
6565,30/06/2011,2011,5472.0781
6565,30/06/2012,2012,7044.3974
6565,30/06/2013,2013,7221.7888
6565,30/06/2014,2014,10971.613
6565,30/06/2015,2015,12896.4969
6565,30/06/2016,2016,13466.4961
6565,30/06/2017,2017,22872.4839
6565,30/06/2018,2018,27118.7822
6649,31/12/2006,2006,4253.1006
6649,31/12/2007,2007,2942.564
6649,31/12/2008,2008,2366.8147
6649,31/12/2009,2009,3035.3976
6649,31/12/2010,2010,3327.512
6649,31/12/2011,2011,3211.776
6649,31/12/2012,2012,3867.962
6649,31/12/2013,2013,4313.036
6649,31/12/2014,2014,5871.658
6649,31/12/2015,2015,5697.912
6649,31/12/2016,2016,6525.48
6649,31/12/2017,2017,6295.587
6649,31/12/2018,2018,4677.12
6653,31/03/2007,2006,
6653,31/03/2008,2007,
6653,31/03/2009,2008,
6653,31/03/2010,2009,
6653,31/03/2011,2010,
6653,31/03/2012,2011,
6653,31/03/2013,2012,
6653,31/03/2014,2013,
6653,31/03/2015,2014,6153.0888
6653,31/03/2016,2015,3711.1762
6653,31/03/2017,2016,
6653,31/03/2018,2017,
6653,31/03/2019,2018,
6669,30/11/2006,2006,8187.6723
6669,30/11/2006,2006,8187.6723
6669,30/11/2007,2007,2495.0705
6669,30/11/2007,2007,2495.0705
6669,30/11/2008,2008,1080.5636
6669,30/11/2008,2008,1080.5636
6669,30/11/2009,2009,2246.5904
6669,30/11/2009,2009,2246.5904
6669,30/11/2010,2010,2747.699
6669,30/11/2010,2010,2747.699
6669,30/11/2011,2011,3332.0182
6669,30/11/2011,2011,3332.0182
6669,30/11/2012,2012,7047.9571
6669,30/11/2012,2012,7047.9571
6669,30/11/2013,2013,7118.8248
6669,30/11/2013,2013,7118.8248
6669,30/11/2014,2014,9391.7942
6669,30/11/2014,2014,9391.7942
6669,30/11/2015,2015,10511.9648
6669,30/11/2015,2015,10511.9648
6669,30/11/2016,2016,9703.7956
6669,30/11/2016,2016,9703.7956
6669,30/11/2017,2017,14652.2882
6669,30/11/2017,2017,14652.2882
6669,30/11/2018,2018,13546.3213
6669,30/11/2018,2018,13546.3213
6730,31/12/2006,2006,56875.9028
6730,31/12/2007,2007,58425.4245
6730,31/12/2008,2008,44138.3362
6730,31/12/2009,2009,39246.5041
6730,31/12/2010,2010,38624.2416
6730,31/12/2011,2011,46039.794
6730,31/12/2012,2012,53938.4728
6730,31/12/2013,2013,54406.545
6730,31/12/2014,2014,73172.6567
6730,31/12/2015,2015,88916.7974
6730,31/12/2016,2016,77291.8563
6730,31/12/2017,2017,88683.6757
6730,31/12/2018,2018,116534.0902
6742,31/12/2006,2006,
6742,31/12/2007,2007,
6742,31/12/2008,2008,
6742,31/12/2009,2009,
6742,31/12/2010,2010,8780.1454
6742,31/12/2011,2011,
6742,31/12/2012,2012,7029.3377
6742,31/12/2013,2013,13570.7431
6742,31/12/2014,2014,14795.2962
6742,31/12/2015,2015,
6742,31/12/2016,2016,
6742,31/12/2017,2017,
6742,31/12/2018,2018,
6774,31/12/2006,2006,38789.091
6774,31/12/2007,2007,43093.444
6774,31/12/2008,2008,33043.44
6774,31/12/2009,2009,28105.55
6774,31/12/2010,2010,24188.86
6774,31/12/2011,2011,25968.9
6774,31/12/2012,2012,29625.09
6774,31/12/2013,2013,47422.54
6774,31/12/2014,2014,60466.98
6774,31/12/2015,2015,65796.45
6774,31/12/2016,2016,72232.66
6774,31/12/2017,2017,91178.2
6774,31/12/2018,2018,73577.04
6781,31/12/2006,2006,22568.0984
6781,31/12/2007,2007,26664.2926
6781,31/12/2008,2008,12291.349
6781,31/12/2009,2009,15451.3309
6781,31/12/2010,2010,16130.0238
6781,31/12/2011,2011,14931.4253
6781,31/12/2012,2012,15966.0538
6781,31/12/2013,2013,18679.0104
6781,31/12/2014,2014,15670.7287
6781,31/12/2015,2015,13052.0832
6781,31/12/2016,2016,15763.9614
6781,31/12/2017,2017,16614.3626
6781,31/12/2018,2018,14205.3809
6788,31/12/2006,2006,3764.1893
6788,31/12/2007,2007,7678.9363
6788,31/12/2008,2008,5343.3463
6788,31/12/2009,2009,7882.2322
6788,31/12/2010,2010,7192.7068
6788,31/12/2011,2011,9980.5161
6788,31/12/2012,2012,10210.7546
6788,31/12/2013,2013,13771.4483
6788,31/12/2014,2014,9013.1666
6788,31/12/2015,2015,4166.8914
6788,31/12/2016,2016,8491.8678
6788,31/12/2017,2017,4233.0807
6788,31/12/2018,2018,2387.8107
6829,31/01/2007,2006,51407.75
6829,31/01/2008,2007,38534.94
6829,31/01/2009,2008,26856.9
6829,31/01/2010,2009,31587.35
6829,31/01/2011,2010,33579.2
6829,31/01/2012,2011,33296.03
6829,31/01/2013,2012,42390.9
6829,31/01/2014,2013,47678.7
6829,31/01/2015,2014,65049.6
6829,31/01/2016,2015,65210.6
6829,31/01/2017,2016,63287.28
6829,31/01/2018,2017,86925.9
6829,31/01/2019,2018,77024.16
7017,31/12/2006,2006,32168.8175
7017,31/12/2007,2007,43210.6
7017,31/12/2008,2008,19316.16
7017,31/12/2009,2009,22103.76
7017,31/12/2010,2010,26291.3
7017,31/12/2011,2011,20606.08
7017,31/12/2012,2012,21676.62
7017,31/12/2013,2013,24604.1
7017,31/12/2014,2014,19095.75
7017,31/12/2015,2015,8523.43
7017,31/12/2016,2016,14661.57
7017,31/12/2017,2017,14390.5
7017,31/12/2018,2018,11744.46
7063,31/12/2006,2006,12793.005
7063,31/12/2007,2007,8905.104
7063,31/12/2008,2008,3976.521
7063,31/12/2009,2009,7542.321
7063,31/12/2010,2010,12072.972
7063,31/12/2011,2011,10414.327
7063,31/12/2012,2012,11354.482
7063,31/12/2013,2013,14673.312
7063,31/12/2014,2014,17965.366
7063,31/12/2015,2015,11509.602
7063,31/12/2016,2016,13900.152
7063,31/12/2017,2017,14671.135
7063,31/12/2018,2018,12342.468
7065,31/12/2006,2006,16921.6832
7065,31/12/2007,2007,13774.7762
7065,31/12/2008,2008,12481.2358
7065,31/12/2009,2009,11695.224
7065,31/12/2010,2010,14777.5434
7065,31/12/2011,2011,17048.84
7065,31/12/2012,2012,18803.6608
7065,31/12/2013,2013,26441.3136
7065,31/12/2014,2014,30917.7281
7065,31/12/2015,2015,28939.2441
7065,31/12/2016,2016,34774.4467
7065,31/12/2017,2017,41404.0697
7065,31/12/2018,2018,40181.0008
7085,31/12/2006,2006,11466.7943
7085,31/12/2007,2007,7755.829
7085,31/12/2008,2008,3911.082
7085,31/12/2009,2009,4839.024
7085,31/12/2010,2010,4413.276
7085,31/12/2011,2011,3645.992
7085,31/12/2012,2012,5814.34
7085,31/12/2013,2013,7958.115
7085,31/12/2014,2014,8694
7085,31/12/2015,2015,9353.15
7085,31/12/2016,2016,10055.16
7085,31/12/2017,2017,13638.976
7085,31/12/2018,2018,8593.636
7116,31/12/2006,2006,8708.238
7116,31/12/2007,2007,6881.056
7116,31/12/2008,2008,5736
7116,31/12/2009,2009,7230.762
7116,31/12/2010,2010,8877.613
7116,31/12/2011,2011,9355.12
7116,31/12/2012,2012,12535.026
7116,31/12/2013,2013,16143.894
7116,31/12/2014,2014,10462.5045
7116,31/12/2015,2015,9229.649
7116,31/12/2016,2016,9433.12
7116,31/12/2017,2017,5287.644
7116,31/12/2018,2018,3449.547
7146,30/11/2006,2006,5037.208
7146,30/11/2006,2006,5037.208
7146,30/11/2007,2007,4881.062
7146,30/11/2007,2007,4881.062
7146,30/11/2008,2008,3872.831
7146,30/11/2008,2008,3872.831
7146,30/11/2009,2009,4704.715
7146,30/11/2009,2009,4704.715
7146,30/11/2010,2010,5855.606
7146,30/11/2010,2010,5855.606
7146,30/11/2011,2011,6471.362
7146,30/11/2011,2011,6471.362
7146,30/11/2012,2012,8550.976
7146,30/11/2012,2012,8550.976
7146,30/11/2013,2013,9046.505
7146,30/11/2013,2013,9046.505
7146,30/11/2014,2014,9518.652
7146,30/11/2014,2014,9518.652
7146,30/11/2015,2015,10936.914
7146,30/11/2015,2015,10936.914
7146,30/11/2016,2016,11442.066
7146,30/11/2016,2016,11442.066
7146,30/11/2017,2017,13385.88
7146,30/11/2017,2017,13385.88
7146,30/11/2018,2018,19814.136
7146,30/11/2018,2018,19814.136
7154,31/12/2006,2006,53360.021
7154,31/12/2007,2007,68647.823
7154,31/12/2008,2008,69360.507
7154,31/12/2009,2009,67229.148
7154,31/12/2010,2010,80874.336
7154,31/12/2011,2011,102477.062
7154,31/12/2012,2012,88448.167
7154,31/12/2013,2013,96098.512
7154,31/12/2014,2014,90223.73
7154,31/12/2015,2015,107129.352
7154,31/12/2016,2016,99725.196
7154,31/12/2017,2017,136680.492
7154,31/12/2018,2018,136213.947
7171,31/03/2007,2006,17269.3
7171,31/03/2008,2007,14506.49
7171,31/03/2009,2008,9495.84
7171,31/03/2010,2009,17810.12
7171,31/03/2011,2010,19920.6
7171,31/03/2012,2011,20625.95
7171,31/03/2013,2012,24506.92
7171,31/03/2014,2013,40787.67
7171,31/03/2015,2014,52478.4
7171,31/03/2016,2015,35381.25
7171,31/03/2017,2016,31282.86
7171,31/03/2018,2017,28455.74
7171,31/03/2019,2018,22241.4
7228,30/04/2007,2006,60520.5325
7228,30/04/2008,2007,54761.4464
7228,30/04/2009,2008,35812.48
7228,30/04/2010,2009,47942.9157
7228,30/04/2011,2010,44679.2635
7228,30/04/2012,2011,39620.849
7228,30/04/2013,2012,47427.5335
7228,30/04/2014,2013,58761.1212
7228,30/04/2015,2014,105841.6936
7228,30/04/2016,2015,110732.2747
7228,30/04/2017,2016,113785.5233
7228,30/04/2018,2017,108513.4883
7228,30/04/2019,2018,119067.3894
7241,31/12/2006,2006,25523.5307
7241,31/12/2007,2007,56732.5118
7241,31/12/2008,2008,41301.2481
7241,31/12/2009,2009,44804.11
7241,31/12/2010,2010,47391.51
7241,31/12/2011,2011,52932.44
7241,31/12/2012,2012,59518.85
7241,31/12/2013,2013,84452.6
7241,31/12/2014,2014,109793.4
7241,31/12/2015,2015,107644.77
7241,31/12/2016,2016,83723.51
7241,31/12/2017,2017,73515
7241,31/12/2018,2018,84848.4
7257,31/12/2006,2006,94515.426
7257,31/12/2007,2007,126244.1493
7257,31/12/2008,2008,64073.776
7257,31/12/2009,2009,113574.4684
7257,31/12/2010,2010,111079.1363
7257,31/12/2011,2011,114639.5926
7257,31/12/2012,2012,123910.4369
7257,31/12/2013,2013,146522.7264
7257,31/12/2014,2014,161177.9706
7257,31/12/2015,2015,146899.2338
7257,31/12/2016,2016,161817.794
7257,31/12/2017,2017,151738.3572
7257,31/12/2018,2018,198097.5096
7343,31/08/2006,2006,12949.632
7343,31/08/2007,2007,8677.955
7343,31/08/2008,2008,3227.064
7343,31/08/2009,2009,6254.919
7343,31/08/2010,2010,6422.9783
7343,31/08/2011,2011,5817.213
7343,31/08/2012,2012,6319.917
7343,31/08/2013,2013,14172.508
7343,31/08/2014,2014,34979.8
7343,31/08/2015,2015,17049.99
7343,31/08/2016,2016,17149.6
7343,31/08/2017,2017,35550.64
7343,31/08/2018,2018,60975.72
7366,31/12/2006,2006,18710.3098
7366,31/12/2007,2007,23081.7024
7366,31/12/2008,2008,15741.3305
7366,31/12/2009,2009,15477.4171
7366,31/12/2010,2010,12660.5792
7366,31/12/2011,2011,12882.8058
7366,31/12/2012,2012,11335.26
7366,31/12/2013,2013,11285.5332
7366,31/12/2014,2014,15680.0027
7366,31/12/2015,2015,12194.672
7366,31/12/2016,2016,13160.6811
7366,31/12/2017,2017,14692.36
7366,31/12/2018,2018,16272.0499
7435,31/12/2006,2006,57228.9086
7435,31/12/2007,2007,59796.0339
7435,31/12/2008,2008,39906.4642
7435,31/12/2009,2009,58745.2193
7435,31/12/2010,2010,61443.7014
7435,31/12/2011,2011,56799.8981
7435,31/12/2012,2012,63796.4922
7435,31/12/2013,2013,93027.264
7435,31/12/2014,2014,104365.3832
7435,31/12/2015,2015,91789.4712
7435,31/12/2016,2016,106557.3618
7435,31/12/2017,2017,140017.8471
7435,31/12/2018,2018,109860.6005
7506,30/06/2006,2006,5756.571
7506,30/06/2006,2006,5756.571
7506,30/06/2007,2007,5230.8644
7506,30/06/2007,2007,5230.8644
7506,30/06/2008,2008,4212.9221
7506,30/06/2008,2008,4212.9221
7506,30/06/2009,2009,2604.4437
7506,30/06/2009,2009,2604.4437
7506,30/06/2010,2010,2958.1874
7506,30/06/2010,2010,2958.1874
7506,30/06/2011,2011,4176.7018
7506,30/06/2011,2011,4176.7018
7506,30/06/2012,2012,3925.269
7506,30/06/2012,2012,3925.269
7506,30/06/2013,2013,4853.9082
7506,30/06/2013,2013,4853.9082
7585,31/12/2006,2006,49290.544
7585,31/12/2007,2007,36300.124
7585,31/12/2008,2008,10084.895
7585,31/12/2009,2009,17941.896
7585,31/12/2010,2010,21351.687
7585,31/12/2011,2011,14757.252
7585,31/12/2012,2012,15373.248
7585,31/12/2013,2013,17178.75
7585,31/12/2014,2014,14744.184
7585,31/12/2015,2015,11930.835
7585,31/12/2016,2016,13651.983
7585,31/12/2017,2017,14562.808
7585,31/12/2018,2018,18809.04
7620,31/12/2006,2006,9538.0362
7620,31/12/2007,2007,16095.3358
7620,31/12/2008,2008,8458.1659
7620,31/12/2009,2009,10358.433
7620,31/12/2010,2010,14375.9238
7620,31/12/2011,2011,10798.12
7620,31/12/2012,2012,11352.6716
7620,31/12/2013,2013,11899.4462
7620,31/12/2014,2014,8967.2495
7620,31/12/2015,2015,3862.1858
7620,31/12/2016,2016,5360.6483
7620,31/12/2017,2017,5358.3917
7620,31/12/2018,2018,4047.85
7647,31/12/2006,2006,238020.6819
7647,31/12/2007,2007,183107.1351
7647,31/12/2008,2008,70645.4989
7647,31/12/2009,2009,130272.6746
7647,31/12/2010,2010,134535.9677
7647,31/12/2011,2011,58579.8153
7647,31/12/2012,2012,125135.645
7647,31/12/2013,2013,164914.4506
7647,31/12/2014,2014,188140.9364
7647,31/12/2015,2015,174699.86
7647,31/12/2016,2016,222163.0346
7647,31/12/2017,2017,303681.155
7647,31/12/2018,2018,238251.207
7750,31/12/2006,2006,3286.9475
7750,31/12/2007,2007,2409.8453
7750,31/12/2008,2008,548.749
7750,31/12/2009,2009,2593.3177
7750,31/12/2010,2010,3249.8883
7750,31/12/2011,2011,2129.0834
7750,31/12/2012,2012,3397.4335
7750,31/12/2013,2013,4079.7432
7750,31/12/2014,2014,4985.0159
7750,31/12/2015,2015,2984.3985
7750,31/12/2016,2016,1479.3402
7750,31/12/2017,2017,1530.7355
7750,31/12/2018,2018,1757.4842
7875,31/12/2006,2006,7969.935
7875,31/12/2007,2007,7160.996
7875,31/12/2008,2008,2710.038
7875,31/12/2009,2009,4169.778
7875,31/12/2010,2010,5281.29
7875,31/12/2011,2011,4656.045
7875,31/12/2012,2012,6389.263
7875,31/12/2013,2013,9029.426
7875,31/12/2014,2014,10253.828
7875,31/12/2015,2015,11778.176
7875,31/12/2016,2016,21543.625
7875,31/12/2017,2017,14992.68
7875,31/12/2018,2018,7859.852
7881,31/12/2006,2006,19202.3631
7881,31/12/2007,2007,21312.6057
7881,31/12/2008,2008,18066.7552
7881,31/12/2009,2009,22832.0463
7881,31/12/2010,2010,30268.3425
7881,31/12/2011,2011,29688.5673
7881,31/12/2012,2012,23067.8161
7881,31/12/2013,2013,11461.5243
7881,31/12/2014,2014,9424.863
7881,31/12/2015,2015,9528.4035
7881,31/12/2016,2016,18072.9426
7881,31/12/2017,2017,20001.3492
7881,31/12/2018,2018,18468.45
7906,31/05/2007,2006,28471.475
7906,31/05/2008,2007,33576.507
7906,31/05/2009,2008,27697.775
7906,31/05/2010,2009,35031.92
7906,31/05/2011,2010,39522.6
7906,31/05/2012,2011,49546.44
7906,31/05/2013,2012,55124.04
7906,31/05/2014,2013,66911.7
7906,31/05/2015,2014,87131.19
7906,31/05/2016,2015,92880.04
7906,31/05/2017,2016,87062.57
7906,31/05/2018,2017,114951.8
7906,31/05/2019,2018,120955.52
7912,31/12/2006,2006,8451.5224
7912,31/12/2007,2007,13695.9682
7912,31/12/2008,2008,8548.6773
7912,31/12/2009,2009,12461.221
7912,31/12/2010,2010,15218.0832
7912,31/12/2011,2011,16793.8688
7912,31/12/2012,2012,18269.8588
7912,31/12/2013,2013,24672.3026
7912,31/12/2014,2014,17297.389
7912,31/12/2015,2015,14218.9435
7912,31/12/2016,2016,16495.1659
7912,31/12/2017,2017,14277.3178
7912,31/12/2018,2018,9046.1283
7922,31/01/2007,2006,14334.9072
7922,31/01/2008,2007,8585.85
7922,31/01/2009,2008,2733.426
7922,31/01/2010,2009,7519.358
7922,31/01/2011,2010,8977.24
7922,31/01/2012,2011,10251.288
7922,31/01/2013,2012,10880.31
7922,31/01/2014,2013,10984.44
7922,31/01/2015,2014,14485.62
7922,31/01/2016,2015,8518.85
7922,31/01/2017,2016,7517.4
7922,31/01/2018,2017,8234.77
7922,31/01/2019,2018,7314.216
7923,31/12/2006,2006,19986.2518
7923,31/12/2007,2007,19131.7911
7923,31/12/2008,2008,17231.2627
7923,31/12/2009,2009,19344.0284
7923,31/12/2010,2010,22449.5437
7923,31/12/2011,2011,24071.924
7923,31/12/2012,2012,19419.8626
7923,31/12/2013,2013,28673.1447
7923,31/12/2014,2014,33786.1864
7923,31/12/2015,2015,25190.4791
7923,31/12/2016,2016,31385.4733
7923,31/12/2017,2017,41174.3493
7923,31/12/2018,2018,40091.3749
7974,31/12/2006,2006,6595.0614
7974,31/12/2007,2007,5179.2035
7974,31/12/2008,2008,3008.6541
7974,31/12/2009,2009,4254.6924
7974,31/12/2010,2010,4913.4251
7974,31/12/2011,2011,6710.9437
7974,31/12/2012,2012,7722.8941
7974,31/12/2013,2013,10313.6669
7974,31/12/2014,2014,13406.2895
7974,31/12/2015,2015,6225.8361
7974,31/12/2016,2016,7154.7624
7974,31/12/2017,2017,8651.2007
7974,31/12/2018,2018,9439.4021
7977,31/12/2006,2006,9392.2688
7977,31/12/2007,2007,9677.6323
7977,31/12/2008,2008,8417.8416
7977,31/12/2009,2009,9708.341
7977,31/12/2010,2010,11358.9657
7977,31/12/2011,2011,13446.6942
7977,31/12/2012,2012,13033.4116
7977,31/12/2013,2013,13913.3377
7977,31/12/2014,2014,18165.9294
7977,31/12/2015,2015,18225.6178
7977,31/12/2016,2016,20643.9761
7977,31/12/2017,2017,24428.4779
7977,31/12/2018,2018,25326.603
7982,31/12/2006,2006,13272.9637
7982,31/12/2007,2007,16894.2372
7982,31/12/2008,2008,11640.9328
7982,31/12/2009,2009,12664.032
7982,31/12/2010,2010,13424.1253
7982,31/12/2011,2011,9558.4169
7982,31/12/2012,2012,11983.9764
7982,31/12/2013,2013,14687.8586
7982,31/12/2014,2014,15730.5534
7982,31/12/2015,2015,16529.8045
7982,31/12/2016,2016,20357.2753
7982,31/12/2017,2017,22587.826
7982,31/12/2018,2018,18307.2131
7985,31/12/2006,2006,23418.9194
7985,31/12/2007,2007,26567.3444
7985,31/12/2008,2008,14728.6655
7985,31/12/2009,2009,17138.4103
7985,31/12/2010,2010,18848.1945
7985,31/12/2011,2011,14847.4872
7985,31/12/2012,2012,16165.8118
7985,31/12/2013,2013,24939.0214
7985,31/12/2014,2014,29320.2927
7985,31/12/2015,2015,34231.8194
7985,31/12/2016,2016,40717.3154
7985,31/12/2017,2017,53428.7343
7985,31/12/2018,2018,41781.6543
8007,31/12/2006,2006,120091.454
8007,31/12/2007,2007,99539.5094
8007,31/12/2008,2008,124660.0419
8007,31/12/2009,2009,139771.0888
8007,31/12/2010,2010,163078.1502
8007,31/12/2011,2011,145037.5867
8007,31/12/2012,2012,180002.6125
8007,31/12/2013,2013,238675.2002
8007,31/12/2014,2014,283438.5322
8007,31/12/2015,2015,276808.1324
8007,31/12/2016,2016,276437.767
8007,31/12/2017,2017,296774.4034
8007,31/12/2018,2018,211104.1843
8030,31/12/2006,2006,16449.8723
8030,31/12/2007,2007,17054.9455
8030,31/12/2008,2008,14505.7374
8030,31/12/2009,2009,14688.0324
8030,31/12/2010,2010,13837.9616
8030,31/12/2011,2011,12533.7579
8030,31/12/2012,2012,13710.3351
8030,31/12/2013,2013,16992.3486
8030,31/12/2014,2014,15648.5687
8030,31/12/2015,2015,12813.8686
8030,31/12/2016,2016,18971.2262
8030,31/12/2017,2017,20216.469
8030,31/12/2018,2018,15832.6697
8068,31/12/2006,2006,41013.2448
8068,31/12/2007,2007,63573.4146
8068,31/12/2008,2008,48606.7175
8068,31/12/2009,2009,66049.8547
8068,31/12/2010,2010,79735.0914
8068,31/12/2011,2011,75991.5433
8068,31/12/2012,2012,61710.4275
8068,31/12/2013,2013,75698.7441
8068,31/12/2014,2014,62118.5497
8068,31/12/2015,2015,51632.3372
8068,31/12/2016,2016,54436.6727
8068,31/12/2017,2017,56357.6343
8068,31/12/2018,2018,45997.5582
8099,31/12/2006,2006,19248.1218
8099,31/12/2007,2007,22051.7639
8099,31/12/2008,2008,14808.8843
8099,31/12/2009,2009,14159.5858
8099,31/12/2010,2010,11284.9917
8099,31/12/2011,2011,18526.9688
8099,31/12/2012,2012,17464.7002
8099,31/12/2013,2013,13806.3844
8099,31/12/2014,2014,16418.806
8099,31/12/2015,2015,13439.5588
8099,31/12/2016,2016,13699.3937
8099,31/12/2017,2017,13636.1271
8099,31/12/2018,2018,19222.4083
8151,31/12/2006,2006,4772.4354
8151,31/12/2007,2007,4655.498
8151,31/12/2008,2008,3053.0864
8151,31/12/2009,2009,4720.275
8151,31/12/2010,2010,5925.0835
8151,31/12/2011,2011,8951.176
8151,31/12/2012,2012,8760.9713
8151,31/12/2013,2013,12847.5694
8151,31/12/2014,2014,10372.3524
8151,31/12/2015,2015,5171.9665
8151,31/12/2016,2016,12095.2536
8151,31/12/2017,2017,20776.2288
8151,31/12/2018,2018,22202.2054
8215,31/12/2006,2006,2845.6358
8215,31/12/2007,2007,7788.8745
8215,31/12/2008,2008,4568.2095
8215,31/12/2009,2009,5541.9149
8215,31/12/2010,2010,5026.0505
8215,31/12/2011,2011,3185.5681
8215,31/12/2012,2012,3487.5143
8215,31/12/2013,2013,5893.4669
8215,31/12/2014,2014,4431.677
8215,31/12/2015,2015,2803.958
8215,31/12/2016,2016,2826.3046
8215,31/12/2017,2017,3615.4614
8215,31/12/2018,2018,2683.5439
8245,31/12/2006,2006,21693.72
8245,31/12/2007,2007,22386.65
8245,31/12/2008,2008,21707
8245,31/12/2009,2009,24388.98
8245,31/12/2010,2010,31938.72
8245,31/12/2011,2011,30392.09
