GVKEY,DATE,YEAR,MLVALT
24316,31/12/2012,2012,8759.6038
24316,31/12/2013,2013,11305.5269
24316,31/12/2014,2014,18172.6787
24316,31/12/2015,2015,30223.984
24316,31/12/2016,2016,25121.5364
24316,31/12/2017,2017,35841.0004
24316,31/12/2018,2018,26759.7327
24468,31/12/2006,2006,16634.7791
24468,31/12/2007,2007,16831.1302
24468,31/12/2008,2008,13719.631
24468,31/12/2009,2009,14704.7425
24468,31/12/2010,2010,16128.0729
24468,31/12/2011,2011,26644.7558
24468,31/12/2012,2012,34628.5073
24468,31/12/2013,2013,66071.8099
24468,31/12/2014,2014,79622.4104
24468,31/12/2015,2015,66968.11
24468,31/12/2016,2016,61224.922
24468,31/12/2017,2017,67377.555
24468,31/12/2018,2018,59341.424
24731,31/12/2006,2006,11276.6065
24731,31/12/2007,2007,9202.0656
24731,31/12/2008,2008,4955.3607
24731,31/12/2009,2009,5486.8615
24731,31/12/2010,2010,7331.889
24731,31/12/2011,2011,6608.6731
24731,31/12/2012,2012,7878.3482
24731,31/12/2013,2013,8092.1873
24731,31/12/2014,2014,10353.1548
24731,31/12/2015,2015,10939.3843
24731,31/12/2016,2016,10693.8554
24731,31/12/2017,2017,7725.4749
24731,31/12/2018,2018,6173.3489
24782,30/06/2006,2006,1496.0442
24782,30/06/2007,2007,1828.6741
24782,30/06/2008,2008,2964.4905
24782,30/06/2009,2009,2561.566
24782,30/06/2010,2010,5416.3646
24782,30/06/2011,2011,8152.4029
24782,30/06/2012,2012,11024.5681
24782,30/06/2013,2013,11386.1
24782,30/06/2014,2014,19502.688
24782,30/06/2015,2015,27040.629
24782,31/12/2016,2016,11935.182
24782,31/12/2017,2017,12272.128
24782,31/12/2018,2018,5266.125
24800,30/09/2006,2006,60050.2
24800,30/09/2007,2007,69559.96
24800,30/09/2008,2008,71158.32
24800,30/09/2009,2009,75071.62
24800,30/09/2010,2010,72753.59
24800,30/09/2011,2011,81747.03
24800,30/09/2012,2012,106573.82
24800,30/09/2013,2013,113434.2
24800,30/09/2014,2014,124791.13
24800,30/09/2015,2015,81884.52
24800,30/09/2016,2016,101106
24800,30/09/2017,2017,76412.16
24800,30/09/2018,2018,87804.57
24856,31/12/2006,2006,29940.7164
24856,31/12/2007,2007,42903.5888
24856,31/12/2008,2008,46528.1437
24856,31/12/2009,2009,38932.3123
24856,31/12/2010,2010,29064.4075
24856,31/12/2011,2011,30824.6286
24856,31/12/2012,2012,55791.2979
24856,31/12/2013,2013,115234.4914
24856,31/12/2014,2014,141295.74
24856,31/12/2015,2015,143892.18
24856,31/12/2016,2016,93809.1
24856,31/12/2017,2017,93705.12
24856,31/12/2018,2018,80189.1
24893,30/09/2006,2006,8296.844
24893,30/09/2007,2007,6817.1904
24893,30/09/2008,2008,2809.9286
24893,30/09/2009,2009,4285.1256
24893,30/09/2010,2010,6384.1446
24893,30/09/2011,2011,11683.0447
24893,30/09/2012,2012,18061.5638
24893,30/09/2013,2013,21785.4
24893,30/09/2014,2014,13734.844
24893,30/09/2015,2015,11042.685
24893,30/09/2016,2016,9023.805
24925,31/12/2006,2006,4410.017
24925,31/12/2007,2007,5551.8634
24925,31/12/2008,2008,3894.7886
24925,31/12/2009,2009,4902.7747
24925,31/12/2010,2010,7267.5758
24925,31/12/2011,2011,8398.4179
24925,31/12/2012,2012,10992.3739
24925,31/12/2013,2013,13772.5882
24925,31/12/2014,2014,15654.7001
24925,31/12/2015,2015,19144.1173
24925,31/12/2016,2016,18614.1098
24925,31/12/2017,2017,26545.687
24925,31/12/2018,2018,27558.168
25056,31/12/2006,2006,84558.672
25056,31/12/2007,2007,59320.43
25056,31/12/2008,2008,36095.28
25056,31/12/2009,2009,33714.98
25056,31/12/2010,2010,35354.83
25056,31/12/2011,2011,35200.36
25056,31/12/2012,2012,44577.56
25056,31/12/2013,2013,62399.4
25056,31/12/2014,2014,71069.44
25056,31/12/2015,2015,51412.65
25056,31/12/2016,2016,74521.16
25056,31/12/2017,2017,71346.6
25279,31/12/2006,2006,25334.8993
25279,31/12/2007,2007,17343.0631
25279,31/12/2008,2008,11622.6626
25279,31/12/2009,2009,13596.786
25279,31/12/2010,2010,11512.3046
25279,31/12/2011,2011,7737.9537
25279,31/12/2012,2012,7768.2298
25279,31/12/2013,2013,15893.9979
25279,31/12/2014,2014,17588.739
25279,31/12/2015,2015,24832.1891
25279,31/12/2016,2016,29462.3312
25279,31/12/2017,2017,34048.9906
25279,31/12/2018,2018,48931.1279
25283,31/01/2007,2006,22761.1173
25283,31/01/2008,2007,14135.608
25283,31/01/2009,2008,11196.55
25283,31/01/2010,2009,15463.59
25283,31/01/2011,2010,14776.98
25283,31/01/2012,2011,11359.53
25283,31/01/2013,2012,10276.38
25283,31/01/2014,2013,10682.93
25283,31/01/2015,2014,12003.72
25283,31/01/2016,2015,9253.5
25283,31/01/2017,2016,6930.42
25283,31/01/2018,2017,10881.36
25283,31/01/2019,2018,11196.47
25338,28/02/2007,2006,11052.4819
25338,29/02/2008,2007,7337.7928
25338,28/02/2009,2008,5531.6313
25338,28/02/2010,2009,10939.1858
25338,28/02/2011,2010,12117.7179
25338,29/02/2012,2011,14069.6661
25338,28/02/2013,2012,12569.5008
25338,28/02/2014,2013,13930.5671
25338,28/02/2015,2014,13004.1295
25338,29/02/2016,2015,7513.2855
25338,28/02/2017,2016,5909.4696
25338,28/02/2018,2017,3012.2771
25338,28/02/2019,2018,2212.2581
25340,30/09/2006,2006,7502.2657
25340,30/09/2007,2007,4034.0483
25340,30/09/2008,2008,4122.9132
25340,30/09/2009,2009,3622.4582
25340,30/09/2010,2010,3545.3118
25340,30/09/2011,2011,2857.0287
25340,30/09/2012,2012,6618.3975
25340,30/09/2013,2013,6274.8019
25340,30/09/2014,2014,7481.3252
25340,30/09/2015,2015,10823.4759
25340,30/09/2016,2016,11262.2746
25340,30/09/2017,2017,14973.191
25340,30/09/2018,2018,15870.7312
25356,31/12/2006,2006,9712.54
25356,31/12/2007,2007,18423.083
25356,31/12/2008,2008,13615.742
25356,31/12/2009,2009,23766.1049
25356,31/12/2010,2010,28542.1295
25356,31/12/2011,2011,21655.9696
25356,31/12/2012,2012,44177.4
25356,31/12/2013,2013,54337.664
25356,31/12/2014,2014,61478.887
25356,31/12/2015,2015,59167.829
25356,31/12/2016,2016,41652.345
25356,31/12/2017,2017,42126.816
25434,30/09/2006,2006,25762.2981
25434,30/09/2007,2007,19343.067
25434,30/09/2008,2008,10936.885
25434,30/09/2009,2009,15340.885
25434,30/09/2010,2010,18973.43
25434,30/09/2011,2011,27773.592
25434,30/09/2012,2012,37997.003
25434,30/09/2013,2013,57973.804
25434,30/09/2014,2014,56557.27
25434,30/09/2015,2015,84413.084
25434,30/09/2016,2016,79071.47
25434,30/09/2017,2017,76891.236
25434,30/09/2018,2018,74409.244
25880,30/04/2007,2006,5030.0094
25880,30/04/2008,2007,4184.6094
25880,30/04/2009,2008,2496.9793
25880,30/04/2010,2009,3945.0465
25880,30/04/2011,2010,4203.381
25880,30/04/2012,2011,3747.1728
25880,30/04/2013,2012,4006.3815
25880,30/04/2014,2013,4231.3755
25880,30/04/2015,2014,4849.4185
25880,30/04/2016,2015,4296.2885
25880,30/04/2017,2016,4294.7977
25880,30/04/2018,2017,2205.9197
25880,30/04/2019,2018,2080.7405
27638,31/12/2016,2016,5136.7025
27638,31/12/2017,2017,9976.7779
27638,31/12/2018,2018,4911.1866
27786,31/12/2006,2006,13288.4577
27786,31/12/2007,2007,20036.9624
27786,31/12/2008,2008,9819.9763
27786,31/12/2009,2009,16761.7514
27786,31/12/2010,2010,16945.9173
27786,31/12/2011,2011,14696.5994
27786,31/12/2012,2012,11040.9984
27786,31/12/2013,2013,18026.1166
27786,31/12/2014,2014,12981.3681
27786,31/12/2015,2015,2985.111
27786,31/12/2016,2016,6283.3142
27786,31/12/2017,2017,3589.7083
27786,31/12/2018,2018,1911.9849
27845,31/12/2006,2006,2667.216
27845,31/12/2007,2007,2813.2781
27845,31/12/2008,2008,2779.4346
27845,31/12/2009,2009,4887.874
27845,31/12/2010,2010,6497.57
27845,31/12/2011,2011,7675.248
27845,31/12/2012,2012,10982.2
27845,31/12/2013,2013,29262.576
27845,31/12/2014,2014,68445.319
27845,31/12/2015,2015,123281.25
27845,31/12/2016,2016,70332.349
27845,31/12/2017,2017,54014.116
27845,31/12/2018,2018,44455.316
27914,31/12/2006,2006,9216.5265
27914,31/12/2007,2007,12804.0556
27914,31/12/2008,2008,6293.796
27914,31/12/2009,2009,7469.2002
27914,31/12/2010,2010,9220.953
27914,31/12/2011,2011,14368.3904
27914,31/12/2012,2012,10866.3252
27914,31/12/2013,2013,15898.9766
27914,31/12/2014,2014,21487.6225
27914,31/12/2015,2015,26470.8909
27914,31/12/2016,2016,30462.6992
27914,31/12/2017,2017,34154.0295
27914,31/12/2018,2018,38837.2342
27928,31/07/2006,2006,10624.5588
27928,31/07/2007,2007,9713.4565
27928,31/07/2008,2008,8816.658
27928,31/07/2009,2009,9586.1502
27928,31/07/2010,2010,12475.9748
27928,31/07/2011,2011,14037.8799
27928,31/07/2012,2012,17132.6678
27928,31/07/2013,2013,19144.2318
27928,31/07/2014,2014,23357.3515
27928,31/07/2015,2015,29372.9636
27928,31/07/2016,2016,28619.1045
27928,31/07/2017,2017,35080.2063
27928,31/07/2018,2018,52819.7318
27965,31/03/2007,2006,7725.6432
27965,31/03/2008,2007,6033.4155
27965,31/03/2009,2008,3872.8751
27965,31/03/2010,2009,5218.8646
27965,31/03/2011,2010,7204.4914
27965,31/03/2012,2011,7185.2172
27965,31/03/2013,2012,7224.3122
27965,31/03/2014,2013,9552.1433
27965,31/03/2015,2014,9881.712
27965,31/03/2016,2015,9836.7524
27965,31/03/2017,2016,16902.5553
27965,31/03/2018,2017,21472.1581
27965,31/03/2019,2018,19710.4664
28034,31/12/2006,2006,19773.3794
28034,31/12/2007,2007,20369.1749
28034,31/12/2008,2008,
28034,31/12/2009,2009,
28034,31/12/2010,2010,20850.2018
28034,31/12/2011,2011,23625.3212
28034,31/12/2012,2012,
28034,31/12/2013,2013,35178.8728
28034,31/12/2014,2014,
28034,31/12/2015,2015,
28034,31/12/2016,2016,
28034,31/12/2017,2017,
28034,31/12/2018,2018,
28118,31/12/2006,2006,1529.2305
28118,31/12/2007,2007,2926.5517
28118,31/12/2008,2008,1110.5834
28118,31/12/2009,2009,2245.164
28118,31/12/2010,2010,4558.3645
28118,31/12/2011,2011,4932.6208
28118,31/12/2012,2012,5551.6461
28118,31/12/2013,2013,6561.6775
28118,31/12/2014,2014,5622.3805
28118,31/12/2015,2015,1759.45
28118,31/12/2016,2016,1248.2363
28118,31/12/2017,2017,377.9561
28118,31/12/2018,2018,778.9181
28180,31/12/2006,2006,3652.5637
28180,31/12/2007,2007,3737.9142
28180,31/12/2008,2008,4144.6435
28180,31/12/2009,2009,5240.2802
28180,31/12/2010,2010,8520.7909
28180,31/12/2011,2011,10168.041
28180,31/12/2012,2012,10101.1515
28180,31/12/2013,2013,13635.5374
28180,31/12/2014,2014,19570.7699
28180,31/12/2015,2015,24768.5105
28180,31/12/2016,2016,25850.9253
28180,31/12/2017,2017,20278.0031
28180,31/12/2018,2018,27217.2205
28195,31/08/2006,2006,5444.6656
28195,31/08/2007,2007,4541.565
28195,31/08/2008,2008,3479.5668
28195,31/08/2009,2009,2277.8519
28195,31/08/2010,2010,2157.5943
28195,31/08/2011,2011,3427.5765
28195,31/08/2012,2012,4693.3406
28195,31/08/2013,2013,4636.2253
28195,31/08/2014,2014,4188.9801
28195,31/08/2015,2015,3716.5158
28195,31/08/2016,2016,3962.4876
28195,31/08/2017,2017,5571.7728
28195,31/08/2018,2018,4865.2213
28349,31/12/2006,2006,
28349,31/12/2007,2007,
28349,31/12/2008,2008,
28349,31/12/2009,2009,
28349,31/12/2010,2010,
28349,31/12/2011,2011,
28349,31/12/2012,2012,
28349,31/12/2013,2013,
28349,31/12/2014,2014,
28349,31/12/2015,2015,
28349,31/12/2016,2016,
28349,31/12/2017,2017,
28349,31/12/2018,2018,
28477,31/12/2006,2006,2095.5281
28477,31/12/2007,2007,4280.901
28477,31/12/2008,2008,4337.7532
28477,31/12/2009,2009,5001.995
28477,31/12/2010,2010,4736.557
28477,31/12/2011,2011,3885.0728
28477,31/12/2012,2012,3253.9415
28477,31/12/2013,2013,4237.5382
28477,31/12/2014,2014,4509.7975
28477,31/12/2015,2015,3855.4145
28477,31/12/2016,2016,4933.9275
28477,31/12/2017,2017,6474.0728
28477,31/12/2018,2018,5900.3666
28733,31/12/2006,2006,14897.764
28733,31/12/2007,2007,9830.6709
28733,31/12/2008,2008,
28733,31/12/2009,2009,
28733,31/12/2010,2010,15075.7342
28733,31/12/2011,2011,16966.8812
28733,31/12/2012,2012,18420.8669
28733,31/12/2013,2013,
28733,31/12/2014,2014,
28733,31/12/2015,2015,
28733,31/12/2016,2016,
28733,31/12/2017,2017,23468.5079
28733,31/12/2018,2018,24384.4241
28742,31/12/2006,2006,3405.0409
28742,31/12/2007,2007,5621.8049
28742,31/12/2008,2008,2515.1316
28742,31/12/2009,2009,3881.3584
28742,31/12/2010,2010,8127.1858
28742,31/12/2011,2011,6916.6824
28742,31/12/2012,2012,8277.3383
28742,31/12/2013,2013,12743.734
28742,31/12/2014,2014,12442.3285
28742,31/12/2015,2015,9481.4198
28742,31/12/2016,2016,8371.6527
28742,31/12/2017,2017,10770.4362
28742,31/12/2018,2018,7233.3891
28930,31/12/2006,2006,18586.94
28930,31/12/2007,2007,12205.678
28930,31/12/2008,2008,6799.72
28930,31/12/2009,2009,9760.95
28930,31/12/2010,2010,15241.026
28930,31/12/2011,2011,9713.61
28930,31/12/2012,2012,11587.243
28930,31/12/2013,2013,14706.598
28930,31/12/2014,2014,21840.597
28930,31/12/2015,2015,17182.352
28930,31/12/2016,2016,31922.748
28930,31/12/2017,2017,48740.643
28930,31/12/2018,2018,36812.696
29028,31/08/2006,2006,21630.0344
29028,31/08/2007,2007,26985.5528
29028,31/08/2008,2008,29004.3218
29028,31/08/2009,2009,22225.9545
29028,31/08/2010,2010,24493.315
29028,31/08/2011,2011,34107.2516
29028,31/08/2012,2012,42314.0945
29028,31/08/2013,2013,48869.1789
29028,31/08/2014,2014,52994.6576
29028,31/08/2015,2015,61335.1776
29028,31/08/2016,2016,70918.2652
29028,31/08/2017,2017,68527.355
29028,31/08/2018,2018,102155.0016
29150,31/01/2007,2006,4025.6828
29150,31/01/2008,2007,4817.045
29150,31/01/2009,2008,2612.953
29150,31/01/2010,2009,5321.3761
29150,31/01/2011,2010,5560.4477
29150,31/01/2012,2011,3832.7745
29150,31/01/2013,2012,6249.4848
29150,31/01/2014,2013,5276.6442
29150,31/01/2015,2014,4549.3346
29150,31/01/2016,2015,2684.3045
29150,31/01/2017,2016,3084.8504
29150,31/01/2018,2017,3692.3734
29150,31/01/2019,2018,3412.2366
29173,31/12/2006,2006,5936.0048
29173,31/12/2007,2007,6921.4072
29173,31/12/2008,2008,2608.5405
29173,31/12/2009,2009,6414.8312
29173,31/12/2010,2010,9680.4791
29173,31/12/2011,2011,5081.6651
29173,31/12/2012,2012,3623.7089
29173,31/12/2013,2013,3355.1479
29173,31/12/2014,2014,3724.3625
29173,31/12/2015,2015,5323.267
29173,31/12/2016,2016,8057.6775
29173,31/12/2017,2017,6296.6987
29389,31/12/2006,2006,22428.8473
29389,31/12/2007,2007,
29389,31/12/2008,2008,
29389,31/12/2009,2009,
29389,31/12/2010,2010,
29389,31/12/2011,2011,
29389,31/12/2012,2012,
29389,31/12/2013,2013,
29389,31/12/2014,2014,
29389,31/12/2015,2015,60163.8192
29389,31/12/2016,2016,
29389,31/12/2017,2017,
29389,31/12/2018,2018,51911.7658
29392,31/12/2006,2006,4954.2236
29392,31/12/2007,2007,4867.0403
29392,31/12/2008,2008,2297.8652
29392,31/12/2009,2009,4360.4724
29392,31/12/2010,2010,5942.1018
29392,31/12/2011,2011,5347.8999
29392,31/12/2012,2012,10472.5548
29392,31/12/2013,2013,12299.9712
29392,31/12/2014,2014,11272.5684
29392,31/12/2015,2015,9975.4126
29392,31/12/2016,2016,11013.6772
29392,31/12/2017,2017,13239.7382
29392,31/12/2018,2018,10215.441
29804,31/12/2006,2006,
29804,31/12/2007,2007,
29804,31/12/2008,2008,
29804,31/12/2009,2009,
29804,31/12/2010,2010,
29804,31/12/2011,2011,
29804,31/12/2012,2012,
29804,31/12/2013,2013,
29804,31/12/2014,2014,16989.648
29804,31/12/2015,2015,
29804,31/12/2016,2016,
29804,31/12/2017,2017,14875.434
29804,31/12/2018,2018,6647.454
29875,31/12/2006,2006,9710.5734
29875,31/12/2007,2007,7278.8107
29875,31/12/2008,2008,4671.9296
29875,31/12/2009,2009,6694.3462
29875,31/12/2010,2010,9667.9325
29875,31/12/2011,2011,12429.9856
29875,31/12/2012,2012,15511.9028
29875,31/12/2013,2013,15300.9719
29875,31/12/2014,2014,21575.6495
29875,31/12/2015,2015,25226.1783
29875,31/12/2016,2016,24328.1867
29875,31/12/2017,2017,24637.3505
29875,31/12/2018,2018,24107.3174
29984,31/12/2006,2006,
29984,31/12/2007,2007,
29984,31/12/2008,2008,3708.6995
29984,31/12/2009,2009,
29984,31/12/2010,2010,
29984,31/12/2011,2011,13111.2882
29984,31/12/2012,2012,
29984,31/12/2013,2013,
29984,31/12/2014,2014,21923.6989
29984,31/12/2015,2015,
29984,31/12/2016,2016,
29984,31/12/2017,2017,34331.3189
29984,31/12/2018,2018,36971.0515
30098,31/12/2006,2006,1963.4761
30098,31/12/2007,2007,1767.018
30098,31/12/2008,2008,1208.6619
30098,31/12/2009,2009,2220.7696
30098,31/12/2010,2010,3591.0964
30098,31/12/2011,2011,3903.1661
30098,31/12/2012,2012,3366.364
30098,31/12/2017,2017,6657.6767
30098,31/12/2018,2018,4052.5765
30490,31/12/2006,2006,
30490,31/12/2007,2007,
30490,31/12/2008,2008,1341.8906
30490,31/12/2009,2009,
30490,31/12/2010,2010,3039.8951
30490,31/12/2011,2011,2770.1856
30490,31/12/2012,2012,3938.9618
30490,31/12/2013,2013,
30490,31/12/2014,2014,5438.8715
30490,31/12/2015,2015,6257.7298
30490,31/12/2016,2016,
30490,31/12/2017,2017,
30490,31/12/2018,2018,6543.9999
30923,31/12/2006,2006,
30923,31/12/2017,2017,14559.15
30923,31/12/2018,2018,8818.832
30990,31/12/2006,2006,31490.4385
30990,31/12/2007,2007,17621.08
30990,31/12/2008,2008,12494.4063
30990,31/12/2009,2009,17451.2178
30990,31/12/2010,2010,19450.4733
30990,31/12/2011,2011,
30990,31/12/2012,2012,
30990,31/12/2013,2013,
30990,31/12/2014,2014,
30990,31/12/2015,2015,
30990,31/12/2016,2016,41894.3056
30990,31/12/2017,2017,
30990,31/12/2018,2018,
31122,31/08/2006,2006,8687.8363
31122,31/08/2007,2007,9757.9357
31122,31/08/2008,2008,10121.6813
31122,31/08/2009,2009,10033.0822
31122,31/08/2010,2010,6278.6623
31122,31/08/2011,2011,6109.6792
31122,31/08/2012,2012,3013.7246
31122,31/08/2013,2013,2103.981
31122,31/08/2014,2014,3024.0697
31122,31/08/2015,2015,1204.324
31122,31/08/2016,2016,972.3738
31587,31/01/2007,2006,3134.4328
31587,31/01/2008,2007,2514.8779
31587,31/01/2009,2008,3876.8294
31587,31/01/2010,2009,4334.139
31587,31/01/2011,2010,6241.2685
31587,31/01/2012,2011,9801.3536
31587,31/01/2013,2012,8981.1142
31587,31/01/2014,2013,10514.8286
31587,31/01/2015,2014,14624.0613
31587,31/01/2016,2015,19107.5978
31587,31/01/2017,2016,18227.3378
31587,31/01/2018,2017,27292.49
31587,31/01/2019,2018,23053.4801
31673,30/09/2006,2006,8875.0652
31673,30/09/2007,2007,7682.3471
31673,30/09/2008,2008,5881.4948
31673,30/09/2009,2009,6443.6944
31673,30/09/2010,2010,8508.7939
31673,30/09/2011,2011,9727.1346
31673,30/09/2012,2012,9112.1017
31673,30/09/2013,2013,14052.6334
31673,30/09/2014,2014,17153.5657
31673,30/09/2015,2015,19652.6711
31673,30/09/2016,2016,17775.7198
31673,30/09/2017,2017,18039.0035
31673,30/09/2018,2018,19662.8717
31846,31/05/2007,2006,6443.598
31846,31/05/2008,2007,4812.125
31846,31/05/2009,2008,5038.481
31846,31/05/2010,2009,6033.027
31846,31/05/2011,2010,6819.6173
31846,31/05/2012,2011,6674.5667
31846,31/05/2013,2012,6749.1256
31846,31/05/2014,2013,6631.5777
31846,31/05/2015,2014,8301.8863
31846,31/05/2016,2015,8561.2313
31846,31/05/2017,2016,11153.4227
31846,31/05/2018,2017,10798.6314
31846,31/05/2019,2018,14316.6656
32530,31/12/2017,2017,1512.5334
32530,31/12/2018,2018,1944.9416
32546,31/12/2017,2017,
32546,31/12/2018,2018,
60894,31/12/2006,2006,5956.9845
60894,31/12/2007,2007,10492.7732
60894,31/12/2008,2008,4446.3065
60894,31/12/2009,2009,10226.7044
60894,31/12/2010,2010,12373.7572
60894,31/12/2011,2011,12077.7191
60894,31/12/2012,2012,13928.4562
60894,31/12/2013,2013,13181.6088
60894,31/12/2014,2014,9738.8514
60894,31/12/2015,2015,12082.576
60914,31/12/2006,2006,1171.0323
60914,31/12/2007,2007,869.2477
60914,31/12/2008,2008,792.576
60914,31/12/2009,2009,984.2543
60914,31/12/2010,2010,1017.8333
60914,31/12/2011,2011,1235.3818
60914,31/12/2012,2012,1890.7587
60914,31/12/2013,2013,2120.1756
60914,31/12/2014,2014,2974.7253
60914,31/12/2015,2015,3939.4574
60914,31/12/2016,2016,3960.7533
60914,31/12/2017,2017,4146.3866
60914,31/12/2018,2018,4334.9148
61409,31/12/2006,2006,10329.607
61409,31/12/2007,2007,19719.54
61409,31/12/2008,2008,8192.7189
61409,31/12/2009,2009,13682.9389
61409,31/12/2010,2010,9296.7355
61409,31/12/2011,2011,7682.632
61409,31/12/2012,2012,9448.6147
61409,31/12/2013,2013,7913.8722
61409,31/12/2014,2014,5034.7031
61409,31/12/2015,2015,2894.0549
61409,31/12/2016,2016,2427.909
61409,31/12/2017,2017,2551.0685
61409,31/12/2018,2018,1297.4147
61483,31/12/2006,2006,5951.6957
61483,31/12/2007,2007,6036.7755
61483,31/12/2008,2008,5143.0858
61483,31/12/2009,2009,6053.9206
61483,31/12/2010,2010,6671.179
61483,31/12/2011,2011,7098.9242
61483,31/12/2012,2012,11660.8045
61483,31/12/2013,2013,13508.1393
61483,31/12/2014,2014,16332.6493
61483,31/12/2015,2015,14621.9513
61483,31/12/2016,2016,12490.3668
61483,31/12/2017,2017,13182.8795
61483,31/12/2018,2018,8562.275
61513,31/12/2006,2006,9747.0695
61513,31/12/2007,2007,7435.6194
61513,31/12/2008,2008,2170.8288
61513,31/12/2009,2009,6628.7664
61513,31/12/2010,2010,11791.9897
61513,31/12/2011,2011,11935.9839
61513,31/12/2012,2012,10502.292
61513,31/12/2013,2013,15892.0271
61513,31/12/2014,2014,21138.4991
61513,31/12/2015,2015,15271.9383
61552,31/12/2006,2006,7100.4
61552,31/12/2007,2007,3301.242
61552,31/12/2008,2008,2090.13
61552,31/12/2009,2009,2029.038
61552,31/12/2010,2010,2736.852
61552,31/12/2011,2011,2361.198
61552,31/12/2012,2012,1481.841
61552,31/12/2013,2013,2202.24
61552,31/12/2014,2014,2529.851
61552,31/12/2015,2015,2008.655
61567,30/06/2006,2006,8188.7979
61567,30/06/2007,2007,8843.8673
61567,30/06/2008,2008,9053.4302
61567,30/06/2009,2009,6425.993
61567,30/06/2010,2010,11019.1585
61567,30/06/2011,2011,20751.9884
61567,30/06/2012,2012,21047.1598
61567,30/06/2013,2013,25518.3654
61567,30/06/2014,2014,28433.0401
61567,30/06/2015,2015,32487.2741
61567,30/06/2016,2016,33473.5152
61567,30/06/2017,2017,35330.6219
61567,30/06/2018,2018,52388.0627
61574,31/12/2006,2006,4964.1379
61574,31/12/2007,2007,7984.0933
61574,31/12/2008,2008,3587.7052
61574,31/12/2009,2009,5831.5513
61574,31/12/2010,2010,7137.5081
61574,31/12/2011,2011,6590.1538
61574,31/12/2012,2012,7526.2968
61574,31/12/2013,2013,8481.9
61574,31/12/2014,2014,9372.3298
61574,31/12/2015,2015,10964.5018
61574,31/12/2016,2016,10754.291
61574,31/12/2017,2017,15327.115
61574,31/12/2018,2018,13793.1448
61591,30/04/2007,2006,13657.1863
61591,30/04/2008,2007,8269.503
61591,30/04/2009,2008,6079.992
61591,30/04/2010,2009,12040.891
61591,30/04/2011,2010,19228.59
61591,30/04/2012,2011,14155.595
61591,30/04/2013,2012,12441.774
61591,30/04/2014,2013,11555.445
61591,30/04/2015,2014,11096.125
61591,30/04/2016,2015,6642.84
61591,30/04/2017,2016,10719.65
61591,30/04/2018,2017,17510.54
61591,30/04/2019,2018,17484
61676,31/12/2006,2006,4833.5916
61676,31/12/2007,2007,7121.5536
61676,31/12/2008,2008,4243.9199
61676,31/12/2009,2009,7598.3605
61676,31/12/2010,2010,12826.1909
61676,31/12/2011,2011,11282.6261
61676,31/12/2012,2012,12227.762
61676,31/12/2013,2013,11593.0293
61676,31/12/2014,2014,10257.5088
61676,31/12/2015,2015,11636.2561
61676,31/12/2016,2016,13959.0637
61676,31/12/2017,2017,12646.216
61676,31/12/2018,2018,13466.7276
61739,31/12/2006,2006,
61739,31/12/2007,2007,
61739,31/12/2008,2008,
61739,31/12/2009,2009,
61739,31/12/2010,2010,
61739,31/12/2011,2011,
61739,31/12/2012,2012,
61739,31/12/2013,2013,16422.6967
61739,31/12/2014,2014,
61739,31/12/2015,2015,
61739,31/12/2016,2016,
61739,31/12/2017,2017,
61739,31/12/2018,2018,
62263,31/12/2006,2006,1434.2893
62263,31/12/2007,2007,2837.3345
62263,31/12/2008,2008,2948.5803
62263,31/12/2009,2009,4344.98
62263,31/12/2010,2010,7369.8417
62263,31/12/2011,2011,13264.6085
62263,31/12/2012,2012,18250.3343
62263,31/12/2013,2013,26172.3011
62263,31/12/2014,2014,36831.3317
62263,31/12/2015,2015,43042.1653
62263,31/12/2016,2016,27406.4
62263,31/12/2017,2017,26584.857
62263,31/12/2018,2018,21759.96
62374,31/12/2006,2006,5487.4716
62374,31/12/2007,2007,7429.6549
62374,31/12/2008,2008,4993.7536
62374,31/12/2009,2009,4632.7297
62374,31/12/2010,2010,5003.6006
62374,31/12/2011,2011,5301.9428
62374,31/12/2012,2012,5899.6863
62374,31/12/2013,2013,5809.8095
62374,31/12/2014,2014,8111.6025
62374,31/12/2015,2015,5708.2934
62374,31/12/2016,2016,8564.4238
62374,31/12/2017,2017,10681.7403
62374,31/12/2018,2018,9279.6636
62689,31/12/2006,2006,
62689,31/12/2007,2007,
62689,31/12/2008,2008,
62689,31/12/2009,2009,25942.158
62689,31/12/2010,2010,24211.566
62689,31/12/2011,2011,23241.976
62689,31/12/2012,2012,
62689,31/12/2013,2013,
62689,31/12/2014,2014,
62689,31/12/2015,2015,
62689,31/12/2016,2016,
62689,31/12/2017,2017,36812.696
62689,31/12/2018,2018,
62984,31/12/2006,2006,4766.8979
62984,31/12/2007,2007,4840.35
62984,31/12/2008,2008,1595.491
62984,31/12/2009,2009,2248.592
62984,31/12/2010,2010,3095.836
62984,31/12/2011,2011,2624.496
63501,31/12/2006,2006,9557.7357
63501,31/12/2007,2007,1636.1879
63501,31/12/2008,2008,648.0515
63501,31/12/2009,2009,3333.389
63501,31/12/2010,2010,3533.456
63501,31/12/2011,2011,
63501,31/12/2012,2012,
63501,31/12/2013,2013,
63501,31/12/2014,2014,
63501,31/12/2015,2015,
63501,31/12/2016,2016,
63501,31/12/2017,2017,
63501,31/12/2018,2018,10816.2006
63527,31/12/2006,2006,3341.026
63527,31/12/2007,2007,5192.2134
63527,31/12/2008,2008,4439.9762
